"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.043510854E1,-1.978200763E-1,3.360669655E0,-1.729886472E0,3.784935999E0
2.044516554E1,-9.211001873E-2,3.420474392E0,-1.607966470E0,3.780699074E0
2.045522254E1,-1.155857125E-1,3.327898934E0,-1.566372302E0,3.679917603E0
2.046527854E1,1.414207578E-2,3.141286216E0,-1.402805800E0,3.440311498E0
2.047533554E1,1.614983422E-1,2.844244738E0,-9.912237981E-1,3.016344553E0
2.048539254E1,2.973893881E-1,2.422682124E0,-4.038668928E-1,2.474052867E0
2.049544954E1,5.855369595E-1,2.027962323E0,3.281679618E-1,2.136159855E0
2.050550554E1,6.899617991E-1,1.586439654E0,1.069510122E0,2.033885434E0
2.051556254E1,8.168273753E-1,1.095238456E0,1.787398223E0,2.249788133E0
2.052561954E1,1.263163765E0,4.653255147E-1,2.654886167E0,2.976664424E0
2.053567654E1,1.748498451E0,-3.724571121E-1,3.465188927E0,3.899167274E0
2.054573354E1,1.982363689E0,-1.326720368E0,4.009490737E0,4.665401236E0
2.055578954E1,2.032321714E0,-2.278978613E0,4.395501110E0,5.352056154E0
2.056584654E1,1.866055260E0,-3.151152808E0,4.430351685E0,5.748038127E0
2.057590354E1,1.422411514E0,-3.646099148E0,4.054953716E0,5.635596077E0
2.058596054E1,7.589457875E-1,-3.460258262E0,3.440219269E0,4.938065873E0
2.059601654E1,1.947450256E-1,-2.908801507E0,2.757899781E0,4.013111391E0
2.060607354E1,-9.332740903E-2,-2.373239238E0,2.264485704E0,3.281595647E0
2.061613054E1,2.033147049E-1,-1.886976013E0,1.905157053E0,2.689170642E0
2.062618754E1,7.666047630E-1,-1.331808615E0,1.578026095E0,2.202626479E0
2.063624354E1,1.079476701E0,-9.633761412E-1,1.474349114E0,2.065688468E0
2.064630054E1,1.040880400E0,-1.005690102E0,1.437214032E0,2.039712912E0
2.065635754E1,6.933318418E-1,-1.232367942E0,1.171177122E0,1.836054367E0
2.066641454E1,5.666788119E-1,-1.283938045E0,7.405557096E-1,1.586834754E0
2.067647054E1,3.895122707E-1,-1.099430909E0,7.853135142E-1,1.406124265E0
2.068652754E1,-2.497106069E-1,-9.208499265E-1,9.836124775E-1,1.370333346E0
2.069658454E1,-1.076337916E0,-9.065716106E-1,2.252651525E-1,1.425173597E0
2.070664154E1,-1.622394183E0,-5.920200598E-1,-9.705638310E-1,1.981071625E0
2.071669754E1,-1.872745644E0,1.701218158E-1,-1.939837182E0,2.701682063E0
2.072675454E1,-2.256096412E0,1.000195473E0,-2.841204185E0,3.763350001E0
2.073681154E1,-2.065369008E0,1.533894235E0,-3.344809667E0,4.219755013E0
2.074686854E1,-1.301993370E0,1.643438897E0,-3.995865847E0,4.512540527E0
2.075692554E1,-6.140111455E-1,1.322498093E0,-4.730903539E0,4.950500903E0
2.076698154E1,-7.363983393E-3,8.834411949E-1,-4.862894200E0,4.942495582E0
2.077703854E1,7.521846521E-1,4.008394969E-1,-4.220702691E0,4.305901213E0
2.078709554E1,1.419995736E0,6.675707638E-2,-3.335210878E0,3.625531133E0
2.079715254E1,1.664254692E0,-2.459426612E-1,-2.919731122E0,3.369727185E0
2.080720854E1,1.835513791E0,-5.799332803E-1,-2.848059461E0,3.437568353E0
2.081726554E1,1.317595203E0,-5.131972539E-1,-2.856228314E0,3.187078399E0
2.082732254E1,2.772971857E-1,-2.793366945E-1,-2.644591559E0,2.673721607E0
2.083737954E1,-6.446604958E-1,-1.898035437E-1,-2.215770797E0,2.315437920E0
2.084743554E1,-1.370523030E0,-2.468179893E-1,-2.068310450E0,2.493423472E0
2.085749254E1,-1.814491297E0,-3.131499732E-1,-2.040978225E0,2.748824055E0
2.086754954E1,-1.914962834E0,-2.804190141E-1,-1.849293778E0,2.676864762E0
2.087760654E1,-1.768597670E0,-2.963006365E-1,-1.683833655E0,2.459883649E0
2.088766254E1,-1.584876985E0,-3.908454359E-1,-1.705869618E0,2.361056197E0
2.089771954E1,-1.224589975E0,-4.244891453E-1,-1.649283189E0,2.097604986E0
2.090777654E1,-1.005262671E0,-4.782607251E-1,-1.525991138E0,1.888897909E0
2.091783354E1,-8.878564274E-1,-5.694539005E-1,-1.509475678E0,1.841489506E0
2.092789054E1,-7.587931752E-1,-5.841999936E-1,-1.449827061E0,1.737542869E0
2.093794654E1,-6.771052337E-1,-4.395112270E-1,-1.418773668E0,1.632348106E0
2.094800354E1,-7.408930939E-1,-2.317122924E-1,-1.428671250E0,1.625950400E0
2.095806054E1,-8.182859632E-1,-4.223677754E-2,-1.277654042E0,1.517819395E0
2.096811754E1,-8.016021028E-1,6.846972585E-2,-1.089828100E0,1.354614086E0
2.097817354E1,-7.701233250E-1,1.003154165E-1,-9.774111398E-1,1.248393229E0
2.098823054E1,-7.656791487E-1,6.852527440E-2,-8.921838786E-1,1.177689410E0
2.099828754E1,-6.760635522E-1,-9.130427241E-3,-6.901241324E-1,9.661348816E-1
2.100834454E1,-5.873905268E-1,-1.501740396E-1,-5.479057413E-1,8.171784227E-1
2.101840054E1,-4.460147926E-1,-2.980565554E-1,-4.501449734E-1,7.002838014E-1
2.102845754E1,-2.551300988E-1,-3.805496585E-1,-3.252139850E-1,5.618483300E-1
2.103851454E1,-1.347713041E-1,-5.166827792E-1,-2.662224861E-1,5.966563591E-1
2.104857154E1,-6.302947640E-2,-5.341565984E-1,-1.718338805E-1,5.646440198E-1
2.105862754E1,6.427668750E-2,-4.022340578E-1,-1.648786175E-1,4.394413366E-1
2.106868454E1,1.273468021E-1,-1.684810871E-1,-2.296880229E-1,3.120251153E-1
2.107874154E1,2.541617998E-1,7.316562474E-2,-2.506859956E-1,3.644103422E-1
2.108879854E1,3.606217629E-1,2.538147676E-1,-3.632951464E-1,5.713609678E-1
2.109885554E1,3.847362649E-1,3.997332036E-1,-4.987598938E-1,7.460362319E-1
2.110891154E1,3.027261418E-1,4.600244290E-1,-5.674506444E-1,7.907375203E-1
2.111896854E1,1.418493587E-1,4.323992586E-1,-4.918736644E-1,6.700970536E-1
2.112902554E1,-1.096104428E-1,3.730488503E-1,-3.425550725E-1,5.181928903E-1
2.113908254E1,-4.372343212E-1,1.166987300E-1,-1.705527556E-1,4.836121253E-1
2.114913854E1,-6.300187755E-1,-5.845403016E-2,-1.026198407E-1,6.409924826E-1
2.115919554E1,-8.082556495E-1,-3.022174340E-1,-1.137517333E-1,8.703746488E-1
2.116925254E1,-8.547182098E-1,-4.936283773E-1,-1.466580906E-1,9.978581004E-1
2.117930954E1,-9.022844321E-1,-6.507097328E-1,-1.057784700E-1,1.117465631E0
2.118936554E1,-9.225353864E-1,-6.031935042E-1,1.931158086E-2,1.102400508E0
2.119942254E1,-9.733272251E-1,-5.596259004E-1,2.268567646E-1,1.145430499E0
2.120947967E1,-9.172407326E-1,-3.967359209E-1,4.042384833E-1,1.078025373E0
2.121953667E1,-7.766248441E-1,-2.394499129E-1,5.516298330E-1,9.822310736E-1
2.122959267E1,-3.859735358E-1,7.762763500E-3,7.060916358E-1,8.047367452E-1
2.123964967E1,-2.659839928E-2,1.726010352E-1,8.952625108E-1,9.121368074E-1
2.124970667E1,3.706076378E-1,2.761528856E-1,1.002946588E0,1.104315307E0
2.125976367E1,6.666042191E-1,3.359511906E-1,1.005832774E0,1.252566947E0
2.126982067E1,7.490800729E-1,3.498061681E-1,7.979426229E-1,1.148998582E0
2.127987667E1,6.138921547E-1,3.277685970E-1,4.871964401E-1,8.495035032E-1
2.128993367E1,3.911328265E-1,3.151760334E-1,3.560270208E-1,6.156915295E-1
2.129999067E1,4.458501935E-2,3.110742116E-1,4.020440233E-1,5.102885318E-1
2.131004767E1,-2.981498185E-1,2.276888233E-1,4.024240923E-1,5.501642160E-1
2.132010367E1,-5.993208933E-1,7.008355737E-2,3.350314236E-1,6.901762767E-1
2.133016067E1,-8.602458751E-1,3.373258710E-3,2.849278021E-1,9.062109009E-1
2.134021767E1,-1.120473284E0,-2.424840331E-1,4.219608092E-1,1.221601331E0
2.135027467E1,-1.199293459E0,-3.987783533E-1,5.291695082E-1,1.370163984E0
2.136033067E1,-1.216378731E0,-4.461770529E-1,6.068310571E-1,1.430697421E0
2.137038767E1,-1.214387461E0,-5.391074359E-1,7.063951063E-1,1.504781639E0
2.138044467E1,-1.184118765E0,-7.111143941E-1,7.897553515E-1,1.591079648E0
2.139050167E1,-1.112758760E0,-6.500226849E-1,7.912370360E-1,1.512222734E0
2.140055767E1,-1.110209666E0,-5.636598945E-1,7.196285248E-1,1.438104027E0
2.141061467E1,-1.160278497E0,-5.321872562E-1,5.615046108E-1,1.394545408E0
2.142067167E1,-1.139775235E0,-6.048242927E-1,4.126836169E-1,1.354698409E0
2.143072867E1,-1.090289080E0,-7.403031099E-1,3.160501921E-1,1.355236768E0
2.144078567E1,-1.015434195E0,-8.209753901E-1,2.362590873E-1,1.326998700E0
2.145084167E1,-9.369087195E-1,-8.495425469E-1,2.856166041E-1,1.296571376E0
2.146089867E1,-1.031113796E0,-8.822103560E-1,4.323594975E-1,1.424228039E0
2.147095567E1,-1.129527113E0,-7.541668582E-1,6.672772336E-1,1.513227694E0
2.148101267E1,-1.110395023E0,-5.702321649E-1,8.568147290E-1,1.514025531E0
2.149106867E1,-8.010626972E-1,-3.922774190E-1,1.063924862E0,1.388351227E0
2.150112567E1,-3.266570413E-1,-1.905706984E-1,1.225295734E0,1.282330554E0
2.151118267E1,2.609255666E-1,-1.385790110E-2,1.183780503E0,1.212274916E0
2.152123967E1,9.415046310E-1,1.282528281E-1,1.033252122E0,1.403741325E0
2.153129567E1,1.572401658E0,2.482008559E-1,6.383651642E-1,1.715097876E0
2.154135267E1,2.207713918E0,3.633313626E-1,1.823110677E-2,2.237485820E0
2.155140967E1,2.835181846E0,4.929986322E-1,-5.946688485E-1,2.938525955E0
2.156146667E1,3.113642335E0,7.354902667E-1,-1.150233419E0,3.399816383E0
2.157152267E1,2.937928242E0,1.086627261E0,-1.589565575E0,3.512677024E0
2.158157967E1,2.666590831E0,1.361235312E0,-1.791273465E0,3.488886479E0
2.159163667E1,2.164237531E0,1.345149622E0,-1.877167455E0,3.164981714E0
2.160169367E1,1.423613701E0,9.343505627E-1,-1.921362465E0,2.567356747E0
2.161175067E1,7.613074780E-1,1.683109331E-1,-2.005559447E0,2.151786779E0
2.162180667E1,1.957063079E-2,-7.782907158E-1,-1.935844264E0,2.086531203E0
2.163186367E1,-7.983940279E-1,-1.709072723E0,-1.767595312E0,2.585102664E0
2.164192067E1,-1.348360036E0,-2.448363095E0,-1.550628381E0,3.196405013E0
2.165197767E1,-1.685236841E0,-2.784649331E0,-1.262207014E0,3.491054519E0
2.166203367E1,-1.976672886E0,-2.691478043E0,-1.069471238E0,3.506431018E0
2.167209067E1,-2.116883270E0,-2.300471224E0,-1.083059875E0,3.308531596E0
2.168214767E1,-2.141386027E0,-1.887422740E0,-1.213446352E0,3.101669029E0
2.169220467E1,-1.843675042E0,-1.545288119E0,-1.090366848E0,2.641202926E0
2.170226067E1,-1.366997451E0,-1.219435655E0,-9.093668720E-1,2.045153651E0
2.171231767E1,-1.058301302E0,-9.245459515E-1,-1.004648128E0,1.727456142E0
2.172237467E1,-9.631904921E-1,-6.606652021E-1,-1.378983074E0,1.807154877E0
2.173243167E1,-8.872769684E-1,-4.003465766E-1,-1.734152893E0,1.988673944E0
2.174248867E1,-7.327721885E-1,-3.157437980E-2,-1.928900549E0,2.063639831E0
2.175254467E1,-6.347102889E-1,3.262652779E-1,-2.072922733E0,2.192330915E0
2.176260167E1,-4.977611893E-1,5.956488419E-1,-2.087802435E0,2.227438608E0
2.177265867E1,-1.489569417E-1,9.774989212E-1,-1.821229336E0,2.072334096E0
2.178271567E1,1.699689111E-1,1.331639630E0,-1.485390412E0,2.002133415E0
2.179277167E1,3.512320116E-1,1.449627087E0,-1.382441994E0,2.033698228E0
2.180282867E1,5.040095240E-1,1.361865642E0,-1.302909628E0,1.950968254E0
2.181288567E1,6.983125001E-1,1.197120926E0,-1.111387003E0,1.776490903E0
2.182294267E1,9.187396663E-1,1.044572917E0,-9.537890464E-1,1.686691643E0
2.183299867E1,1.136068101E0,8.331685889E-1,-8.287834695E-1,1.634534388E0
2.184305567E1,1.386969201E0,6.397397715E-1,-7.640328652E-1,1.707833937E0
2.185311267E1,1.439678926E0,4.506314617E-1,-7.410825437E-1,1.680758002E0
2.186316967E1,1.385457695E0,3.318347508E-1,-6.752493274E-1,1.576568737E0
2.187322567E1,1.224998111E0,2.443101186E-1,-6.236441410E-1,1.396151790E0
2.188328267E1,8.981033805E-1,1.835721660E-1,-6.517327031E-1,1.124741721E0
2.189333967E1,5.303316423E-1,1.824816602E-1,-7.394128713E-1,9.280531242E-1
2.190339667E1,2.741388121E-1,1.751235241E-1,-8.605201095E-1,9.199539097E-1
2.191345367E1,1.127261317E-1,1.092721814E-1,-1.044673635E0,1.056404560E0
2.192350967E1,-3.141650498E-2,3.835773468E-2,-1.239775341E0,1.240766379E0
2.193356667E1,-1.925724927E-1,7.308668733E-2,-1.321305554E0,1.337263697E0
2.194362367E1,-3.150412551E-1,1.485941219E-1,-1.312533853E0,1.357967717E0
2.195368067E1,-3.923309210E-1,2.742659891E-1,-1.245433545E0,1.334260132E0
2.196373667E1,-2.556198031E-1,4.407748103E-1,-1.129601372E0,1.239202638E0
2.197379367E1,7.296301872E-2,5.774996692E-1,-9.123062673E-1,1.082188614E0
2.198385067E1,3.529794520E-1,6.645302117E-1,-6.195627844E-1,9.747065916E-1
2.199390767E1,5.188181823E-1,6.629812843E-1,-3.167840177E-1,8.994824087E-1
2.200396367E1,6.027277735E-1,5.295858300E-1,-1.201444942E-1,8.112808513E-1
2.201402067E1,5.091150203E-1,3.059695923E-1,-5.579851717E-3,5.940089478E-1
2.202407767E1,3.212574300E-1,1.266056675E-1,1.624005675E-1,3.815878349E-1
2.203413467E1,1.926198551E-1,4.419442534E-2,4.016401269E-1,4.476274649E-1
2.204419067E1,1.919369003E-1,-2.108798325E-2,5.590873718E-1,5.914923212E-1
2.205424767E1,7.203848621E-1,-2.073317420E-1,5.088175432E-1,9.060000514E-1
2.206430467E1,1.513169364E0,-5.084785509E-1,3.233428395E-1,1.628736489E0
2.207436167E1,1.496559763E0,-9.184777111E-1,2.608384430E-2,1.756124368E0
2.208441867E1,1.205791470E0,-1.290927806E0,-2.459850535E-2,1.766644491E0
2.209447467E1,1.077154772E0,-1.432668407E0,5.807757910E-1,1.884171353E0
2.210453167E1,9.820451313E-1,-1.102909418E0,1.142278575E0,1.866982101E0
2.211458867E1,6.843356082E-1,-4.018539888E-1,9.408871651E-1,1.230882005E0
2.212464567E1,3.361216369E-1,3.153233832E-1,3.299817681E-1,5.668285086E-1
2.213470167E1,2.954539597E-1,1.049813191E0,-3.194094175E-1,1.136408005E0
2.214475867E1,2.998124743E-1,1.721163011E0,-1.093564398E0,2.061109585E0
2.215481567E1,1.286820138E-1,2.203067136E0,-1.845258468E0,2.876637391E0
2.216487267E1,3.042478797E-1,2.364867779E0,-2.268741893E0,3.291254496E0
2.217492867E1,9.229520005E-1,2.100142692E0,-1.916748866E0,2.989375509E0
2.218498567E1,1.305265179E0,1.202205665E0,-8.438461894E-1,1.964966167E0
2.219504267E1,5.590303615E-1,-3.377158803E-1,1.339772522E-1,6.667209798E-1
2.220509967E1,-8.398116106E-1,-1.892867668E0,6.031093043E-1,2.156843152E0
2.221515667E1,-2.085223229E0,-2.822276164E0,9.299803537E-1,3.630187614E0
2.222521267E1,-2.836074131E0,-2.947734023E0,1.201021603E0,4.263203635E0
2.223526967E1,-2.919026240E0,-2.293401940E0,1.070593026E0,3.863492730E0
2.224532667E1,-2.740165761E0,-1.361376815E0,7.435687798E-1,3.148769563E0
2.225538367E1,-2.332610737E0,-5.665916884E-1,3.376825146E-1,2.424072703E0
2.226543967E1,-1.614384082E0,-3.533472419E-2,-1.744323832E-1,1.624164759E0
2.227549667E1,-5.747128862E-1,3.260337281E-1,-6.853094620E-1,9.519674113E-1
2.228555367E1,4.798201776E-1,5.863494301E-1,-8.041371632E-1,1.104839189E0
2.229561067E1,1.241679048E0,7.788222277E-1,-5.985262932E-1,1.583213392E0
2.230566667E1,1.479753403E0,8.626432335E-1,-4.471459365E-1,1.770243761E0
2.231572367E1,1.242509645E0,8.397367662E-1,-4.075082828E-1,1.554043453E0
2.232578067E1,6.685291225E-1,6.970635349E-1,-3.798041385E-1,1.037824620E0
2.233583767E1,3.091335207E-2,4.681672615E-1,-3.880141775E-1,6.088441689E-1
2.234589467E1,-4.427663720E-1,1.913495475E-1,-4.127332817E-1,6.348271192E-1
2.235595067E1,-7.759328261E-1,-1.365500271E-2,-2.669329594E-1,8.206774120E-1
2.236600767E1,-9.347955358E-1,-3.546921015E-1,-8.422446370E-2,1.003365806E0
2.237606467E1,-9.845483243E-1,-5.891461533E-1,-6.218513846E-2,1.149041159E0
2.238612167E1,-9.033655822E-1,-6.107358277E-1,-2.031129760E-1,1.109199039E0
2.239617767E1,-8.544726267E-1,-5.715454495E-1,-3.854777284E-1,1.097898333E0
2.240623467E1,-6.612768209E-1,-4.094951302E-1,-5.055789532E-1,9.276763301E-1
2.241629167E1,-3.715192187E-1,-1.543173766E-1,-5.600585943E-1,6.895694393E-1
2.242634867E1,-1.665769413E-1,2.454076409E-3,-4.937570526E-1,5.211045259E-1
2.243640467E1,3.718098253E-2,1.854198861E-1,-3.790030700E-1,4.235637929E-1
2.244646167E1,1.666409683E-1,3.561626762E-1,-4.180858960E-1,5.739485000E-1
2.245651867E1,2.284094927E-1,3.878955156E-1,-2.631106710E-1,5.214029656E-1
2.246657567E1,1.819539490E-1,3.151409501E-1,-7.870182334E-2,3.723104014E-1
2.247663267E1,9.566132516E-2,1.891831541E-1,9.759624191E-3,2.122182961E-1
2.248668867E1,1.944871634E-2,2.626510799E-2,-7.221311331E-4,3.268990576E-2
2.249674567E1,-1.373937804E-1,-1.664421630E-1,-1.373682719E-2,2.162608261E-1
2.250680267E1,-1.680709049E-1,-2.894003373E-1,1.316617548E-2,3.349234726E-1
2.251685967E1,-2.103322408E-1,-3.017116499E-1,8.243757287E-2,3.769158057E-1
2.252691567E1,-2.259372899E-1,-2.783596247E-1,1.680951709E-1,3.959642990E-1
2.253697267E1,-1.995906132E-1,-2.402755398E-1,2.164475513E-1,3.800240655E-1
2.254702967E1,-1.793174395E-1,-1.817279541E-1,2.338535611E-1,3.462185458E-1
2.255708667E1,-1.719438082E-1,-1.035927808E-1,2.013471351E-1,2.843181426E-1
2.256714267E1,-1.751819962E-1,-4.281740606E-2,1.093943882E-1,2.109246174E-1
2.257719967E1,-2.078588685E-1,-2.837010562E-2,1.754281640E-2,2.105182237E-1
2.258725667E1,-2.134227866E-1,-7.402750432E-2,-1.024260420E-2,2.261288751E-1
2.259731367E1,-1.737900665E-1,-1.049703848E-1,-7.331472874E-2,2.158629620E-1
2.260736967E1,-1.285372952E-1,-1.016526747E-1,-1.589711756E-1,2.283132435E-1
2.261742667E1,-1.543150377E-1,-8.712819099E-2,-1.215443176E-1,2.148894452E-1
2.262748367E1,-2.229683661E-1,-7.743058383E-2,-4.169653136E-2,2.396851859E-1
2.263754067E1,-3.019066545E-1,-8.555821359E-2,-4.898969036E-2,3.175969548E-1
2.264759767E1,-3.822956371E-1,-5.369965911E-2,-8.551611364E-2,3.954068958E-1
2.265765367E1,-3.472129279E-1,-2.552426577E-2,-1.283282937E-1,3.710477819E-1
2.266771067E1,-2.519898516E-1,-2.443551421E-3,-2.144881493E-1,3.309229857E-1
2.267776767E1,-1.007144889E-1,2.813387811E-2,-3.142890108E-1,3.312287815E-1
2.268782467E1,9.091689438E-2,6.189219296E-2,-3.727056187E-1,3.885949092E-1
2.269788067E1,2.443139192E-1,1.098861390E-1,-4.198271602E-1,4.980151596E-1
2.270793767E1,3.327565643E-1,1.196521586E-1,-4.822310211E-1,5.979885684E-1
2.271799467E1,4.316107616E-1,1.214104164E-1,-5.359633881E-1,6.987739921E-1
2.272805167E1,3.476675490E-1,2.194413257E-1,-4.366227390E-1,5.997221325E-1
2.273810767E1,3.390671718E-1,2.349650985E-1,-3.537214637E-1,5.434096230E-1
2.274816467E1,1.775752616E-1,2.154599565E-1,-2.774743928E-1,3.936343545E-1
2.275822167E1,1.036667481E-1,1.343918198E-1,-2.278660305E-1,2.841318070E-1
2.276827867E1,4.853072047E-2,6.083501637E-2,-2.309972145E-1,2.437536526E-1
2.277833467E1,5.633149087E-2,1.419411600E-2,-2.557356145E-1,2.622506708E-1
2.278839167E1,7.284578204E-2,1.142195106E-2,-2.758506211E-1,2.855355215E-1
2.279844867E1,1.896573633E-2,4.664616287E-2,-2.574090511E-1,2.622879777E-1
2.280850567E1,-2.513250232E-2,6.700149000E-2,-2.424202619E-1,2.527615986E-1
2.281856267E1,-4.375149876E-2,3.090311944E-2,-2.070312317E-1,2.138483746E-1
2.282861867E1,2.771901816E-2,-8.340526879E-2,-1.826430799E-1,2.026901021E-1
2.283867567E1,-8.946239948E-4,-1.410354263E-1,-8.517755985E-2,1.647634927E-1
2.284873267E1,-2.019312537E-1,-8.674578309E-2,1.126933873E-1,2.469835250E-1
2.285878967E1,-3.680310622E-1,-1.737617075E-2,2.285086030E-1,4.335492771E-1
2.286884567E1,-3.446500933E-1,-5.348682046E-2,8.359709401E-2,3.586544311E-1
2.287890267E1,-4.206516176E-1,-1.043669522E-2,-1.431895040E-1,4.444771559E-1
2.288895967E1,2.348811910E-1,-1.634080428E-1,-1.923459131E-1,3.447728420E-1
2.289901667E1,3.910918960E-1,-1.344777739E-1,-1.701837963E-1,4.472132235E-1
2.290907367E1,1.004735836E-1,2.012465447E-1,1.596991539E-2,2.254997804E-1
2.291912967E1,-7.939817190E-2,1.830125874E-1,1.790680557E-1,2.680728361E-1
2.292918667E1,-2.847418606E-1,4.063230157E-2,1.659288140E-1,3.320561435E-1
2.293924367E1,-4.884100297E-1,1.155234396E-2,2.113300681E-2,4.890034946E-1
2.294930067E1,-4.751552689E-1,8.214285493E-2,-4.677772522E-6,4.822032540E-1
2.295935667E1,-4.130210012E-1,2.498339832E-2,-9.759587646E-3,4.138910088E-1
2.296941367E1,-4.074228770E-1,-7.270369470E-2,-1.378009658E-2,4.140882985E-1
2.297947067E1,-4.382575840E-1,-1.856069970E-1,2.161711972E-2,4.764314926E-1
2.298952767E1,-5.397941914E-1,-2.729813558E-1,3.015957288E-3,6.049013851E-1
2.299958367E1,-5.656318679E-1,-2.497620624E-1,7.344102859E-3,6.183643212E-1
2.300964067E1,-5.606418541E-1,-1.212548804E-1,1.045540996E-1,5.830553956E-1
2.301969767E1,-3.379179016E-1,-1.003937691E-1,1.423030295E-1,3.801546650E-1
2.302975467E1,-1.455249184E-1,-7.562028587E-2,1.040131591E-1,1.942026436E-1
2.303981067E1,-2.386511832E-2,-1.131763673E-1,8.785032213E-2,1.452450105E-1
2.304986767E1,4.050161630E-2,-1.176910025E-1,-1.608338792E-2,1.254999138E-1
2.305992467E1,3.004036278E-2,4.228706360E-3,-1.557148977E-1,1.586424745E-1
2.306998167E1,7.808985740E-2,1.770805871E-1,-1.849024075E-1,2.676648286E-1
2.308003867E1,1.098408231E-1,3.123319477E-1,-1.661322971E-1,3.704270402E-1
2.309009467E1,1.208961537E-1,3.381941825E-1,-1.595173420E-1,3.929846912E-1
2.310015167E1,5.182884246E-2,2.555578226E-1,-1.571474655E-1,3.044525505E-1
2.311020867E1,-6.262338728E-2,1.683775914E-1,-1.663474381E-1,2.448349895E-1
2.312026567E1,-8.709837019E-2,5.715243995E-2,-2.119212947E-1,2.361422508E-1
2.313032167E1,-4.002039045E-2,-5.337279975E-2,-2.752811022E-1,2.832489588E-1
2.314037867E1,-1.486829996E-2,-8.847363532E-2,-3.290292567E-1,3.410409099E-1
2.315043567E1,2.898932576E-2,-1.003405595E-1,-3.303039497E-1,3.464235963E-1
2.316049267E1,3.935088426E-2,-3.025115490E-2,-3.528578299E-1,3.563316890E-1
2.317054867E1,7.046479583E-2,6.973389387E-2,-3.765712496E-1,3.894021179E-1
2.318060567E1,9.051928371E-2,1.207783324E-1,-3.293414980E-1,3.622802349E-1
2.319066267E1,1.422057465E-1,9.858697951E-2,-2.627896224E-1,3.146430557E-1
2.320071967E1,8.911340842E-1,5.299366629E-1,-4.963269039E-1,1.149475193E0
2.321077617E1,2.385818937E0,1.010530427E0,-5.776920426E-1,2.654624614E0
2.322083217E1,4.798763108E-1,5.727002746E-1,-6.401099733E-1,9.838738009E-1
2.323088917E1,-9.518132722E-1,3.007907134E-1,-6.573807480E-1,1.195229269E0
2.324094617E1,-5.178715181E-1,-1.799568325E-1,-2.291295042E-1,5.942017339E-1
2.325100317E1,-4.334833324E-1,-9.356498140E-1,2.324449486E-1,1.057061506E0
2.326105917E1,-4.818368822E-1,-1.066190658E0,2.643432276E-1,1.199502664E0
2.327111617E1,2.413581517E-1,-3.571783376E-1,1.687663581E-1,4.629386632E-1
2.328117317E1,4.315604755E-1,2.579282838E-1,-1.144393659E-1,5.156237117E-1
2.329123017E1,-4.373044878E-2,5.624115139E-1,-3.915218856E-1,6.866647290E-1
2.330128717E1,-3.532750288E-1,6.703587162E-1,-2.518250332E-1,7.984985296E-1
2.331134317E1,-6.773133945E-1,5.126938087E-1,1.503950644E-1,8.626859517E-1
2.332140017E1,-1.211767616E0,1.656007487E-1,4.250697372E-1,1.294792897E0
2.333145717E1,-1.305518071E0,-2.121627116E-1,3.284082824E-1,1.362806828E0
2.334151417E1,-7.876257956E-1,-4.542631674E-1,1.879645578E-1,9.284611430E-1
2.335157017E1,-3.319832700E-1,-5.030529195E-1,7.627458930E-2,6.075302004E-1
2.336162717E1,-7.281683832E-2,-4.515892357E-1,-9.330328926E-3,4.575174147E-1
2.337168417E1,1.837838352E-2,-3.035084993E-1,-3.658255655E-2,3.062571755E-1
2.338174117E1,-2.284156322E-2,-1.463137078E-1,2.916708112E-2,1.509309668E-1
2.339179717E1,-5.278983235E-2,-9.038275123E-2,2.072989976E-1,2.322254993E-1
2.340185417E1,8.717175275E-2,2.623002470E-2,3.648715192E-1,3.760560519E-1
2.341191117E1,2.115914387E-1,8.889463484E-2,3.617953721E-1,4.284496287E-1
2.342196817E1,2.077828547E-1,9.503362656E-2,2.908778922E-1,3.698851890E-1
2.343202417E1,4.397573948E-2,1.376072037E-1,3.568724917E-1,3.850033551E-1
2.344208117E1,-1.597000310E-1,2.003139138E-1,4.695537094E-1,5.348929332E-1
2.345213817E1,-2.047101429E-1,-1.565059894E-1,4.824946940E-1,5.469931417E-1
2.346219517E1,-7.768786132E-2,-2.444036740E-1,3.770518541E-1,4.560007241E-1
2.347225217E1,8.828535497E-2,-1.250087929E-1,1.942590489E-1,2.473015978E-1
2.348230817E1,2.810961217E-1,-4.584334016E-2,-2.482029755E-2,2.858892944E-1
2.349236517E1,3.065402806E-1,-7.861055195E-2,-1.910291566E-1,3.696467248E-1
2.350242217E1,1.749402139E-1,-9.892202497E-2,-1.893327697E-1,2.761096578E-1
2.351247917E1,-7.036743969E-2,-7.467712998E-2,-7.184883177E-2,1.252617457E-1
2.352253517E1,-1.835271424E-1,-6.004622698E-2,2.990379374E-2,1.954021450E-1
2.353259217E1,-3.064341536E-1,-9.649192214E-2,9.500318449E-2,3.350196809E-1
2.354264917E1,-3.414098588E-1,-2.745735526E-2,7.510569435E-2,3.506500582E-1
2.355270617E1,-3.807911485E-1,1.099574751E-1,7.444082938E-2,4.032790377E-1
2.356276217E1,-2.386658013E-1,1.962612087E-1,6.013342358E-2,3.147949418E-1
2.357281917E1,-1.453190964E-1,1.408120626E-1,1.016713492E-1,2.264569275E-1
