"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.979177667E0,-2.765877357E-2,6.772128224E-2,-9.081966249E-1,9.111379090E-1
6.989234667E0,-4.836707883E-1,-1.611217815E-1,-6.560676096E-1,8.308564065E-1
6.999291667E0,-7.897293314E-1,-2.974379200E-1,-3.647481430E-1,9.193383169E-1
7.009348667E0,-9.575487330E-1,-3.163571709E-1,-8.066935658E-2,1.011676322E0
7.019404667E0,-9.516362478E-1,-2.650958008E-1,1.409653328E-1,9.978770248E-1
7.029461667E0,-8.612616096E-1,-8.400051534E-2,5.373942018E-2,8.670153240E-1
7.039518667E0,-6.275702539E-1,6.803527772E-2,7.170203011E-2,6.353065431E-1
7.049575667E0,-4.837918257E-1,-7.069108307E-2,4.541578810E-1,6.673163722E-1
7.059631667E0,-4.714702440E-1,1.463675022E-2,2.922046620E-1,5.548711471E-1
7.069688667E0,-3.529814254E-1,1.597365761E-1,3.125067794E-1,4.977671621E-1
7.079745667E0,-1.359964603E-1,4.505373216E-1,2.842694056E-1,5.498072483E-1
7.089802667E0,1.148857368E-1,6.863830107E-1,1.105170171E-1,7.046519574E-1
7.099858667E0,2.084860921E-1,4.852691978E-1,3.302957636E-1,6.229349375E-1
7.109915667E0,8.201725856E-2,2.147682309E-1,4.817333865E-1,5.337783055E-1
7.119972667E0,-9.708873100E-2,6.435562491E-2,3.738621980E-1,3.915875525E-1
7.130029667E0,-1.964746503E-1,2.280238688E-2,1.425498551E-1,2.438087329E-1
7.140085667E0,-1.472986987E-1,8.439988017E-2,1.596629194E-1,2.330504114E-1
7.150142667E0,-1.190173703E-1,2.044438022E-1,2.617096782E-1,3.527808928E-1
7.160199667E0,-1.726191433E-1,3.488308525E-1,4.691326368E-1,6.095619437E-1
7.170256667E0,-1.799954972E-1,4.591058314E-1,6.882839406E-1,8.467061629E-1
7.180312667E0,-1.434068194E-1,5.129335445E-1,7.849957180E-1,9.486224825E-1
7.190368958E0,-2.755482104E-3,5.225697559E-1,8.102451646E-1,9.641493501E-1
7.200425958E0,1.994419478E-1,5.034019983E-1,8.407009721E-1,9.999843933E-1
7.210482958E0,3.833400229E-1,5.096281135E-1,9.222158360E-1,1.121228093E0
7.220538958E0,5.730024295E-1,5.072991675E-1,1.084393040E0,1.327249974E0
7.230595958E0,7.345455028E-1,5.232281524E-1,1.284129249E0,1.569175810E0
7.240652958E0,7.985147730E-1,5.726955968E-1,1.448390400E0,1.750268791E0
7.250708958E0,6.762220117E-1,6.049728119E-1,1.564785075E0,1.808817471E0
7.260765958E0,3.734101717E-1,5.899536538E-1,1.574751070E0,1.722591478E0
7.270822958E0,-1.352216128E-1,5.255933511E-1,1.402502621E0,1.503844027E0
7.280879958E0,-6.963910320E-1,3.704848462E-1,1.080342089E0,1.337669062E0
7.290935958E0,-1.178691671E0,2.229093093E-1,7.060688317E-1,1.391953955E0
7.300992958E0,-1.403950831E0,2.902791739E-2,4.678766549E-1,1.480144965E0
7.311049958E0,-1.417005470E0,-1.573707926E-1,4.407292386E-1,1.492284266E0
7.321106958E0,-1.347096014E0,-2.442884839E-1,5.064986106E-1,1.459755245E0
7.331162958E0,-1.292892325E0,-2.316947508E-1,5.509889051E-1,1.424374176E0
7.341219958E0,-1.286273130E0,-1.576678312E-1,5.767986611E-1,1.418469036E0
7.351276958E0,-1.344223423E0,-1.165817857E-2,5.690708347E-1,1.459765097E0
7.361333958E0,-1.603148803E0,-2.381541699E-1,8.897437625E-1,1.848904394E0
7.371389958E0,-1.797848659E0,-4.159042633E-1,1.130104160E0,2.163878825E0
7.381446958E0,-1.918998436E0,-5.578822607E-1,1.432226357E0,2.458670363E0
7.391503958E0,-2.074345507E0,-6.853211564E-1,1.657355855E0,2.742152950E0
7.401560958E0,-2.097638037E0,-8.591980541E-1,1.831260234E0,2.914072867E0
7.411616958E0,-1.865696534E0,-8.373967105E-1,1.579310728E0,2.583849683E0
7.421673958E0,-1.984867759E0,-1.222462758E0,1.724564921E0,2.899696429E0
7.431730958E0,-1.983922556E0,-1.153029996E0,1.439674541E0,2.708890855E0
7.441787958E0,-1.956149451E0,-1.612850357E0,1.566842126E0,2.980402858E0
7.451843958E0,-1.998404502E0,-2.058673654E0,1.576826831E0,3.273857147E0
7.461900958E0,-2.140890768E0,-2.377103662E0,1.498352519E0,3.532576309E0
7.471957958E0,-2.297531097E0,-2.443508736E0,1.535443747E0,3.688762881E0
7.482014958E0,-2.214163982E0,-2.089456320E0,1.634732685E0,3.455531913E0
7.492070958E0,-1.890201045E0,-1.544043247E0,1.870537151E0,3.075034760E0
7.502127958E0,-1.300060573E0,-1.092389107E0,2.266254487E0,2.831851136E0
7.512184958E0,-2.856706177E-1,-9.296938401E-1,2.444729050E0,2.631090737E0
7.522240958E0,7.982561798E-1,-9.758435744E-1,2.288855145E0,2.613109543E0
7.532297958E0,1.472411786E0,-9.287752426E-1,1.616900139E0,2.375917923E0
7.542354958E0,1.706888057E0,-8.260829329E-1,4.107411718E-1,1.940254664E0
7.552411958E0,1.674606018E0,-7.577623111E-1,-9.144144809E-1,2.052964412E0
7.562467958E0,1.811402797E0,-7.044199169E-1,-1.581027471E0,2.505401241E0
7.572524958E0,2.208419677E0,-4.770760792E-1,-1.713052922E0,2.835360536E0
7.582581958E0,2.657921164E0,-1.396309251E-1,-1.261834400E0,2.945550503E0
7.592638958E0,2.793963946E0,6.106188834E-2,-6.250433797E-1,2.863676363E0
7.602694958E0,2.865234780E0,1.955460942E-1,-8.060065180E-1,2.982860226E0
7.612751958E0,2.736027394E0,1.811818242E-1,-1.387700980E0,3.073172101E0
7.622808958E0,2.304977965E0,4.020370066E-2,-1.877480135E0,2.973124857E0
7.632865958E0,1.552252446E0,-4.940429449E-2,-1.753500452E0,2.342368945E0
7.642921958E0,9.662531175E-1,-2.259334892E-1,-1.422868474E0,1.734717764E0
7.652978958E0,6.909178188E-1,-3.391110259E-1,-1.028226441E0,1.284372739E0
7.663035958E0,6.828355050E-1,-5.511784279E-1,-6.037209231E-1,1.065148318E0
7.673092958E0,7.435725805E-1,-5.681610811E-1,-7.620429115E-1,1.206820863E0
7.683148958E0,8.789740683E-1,-4.873204011E-1,-1.374275042E0,1.702559390E0
7.693205958E0,6.367484821E-1,-5.109665412E-1,-1.651604679E0,1.842371692E0
7.703262958E0,7.245305380E-1,-4.627925009E-1,-1.566872531E0,1.787235555E0
7.713319958E0,9.116234587E-1,-5.794830447E-1,-1.568333312E0,1.904344325E0
7.723375958E0,9.949332717E-1,-7.599930239E-1,-1.528099059E0,1.975491925E0
7.733432958E0,8.518603832E-1,-9.822357506E-1,-1.381332777E0,1.896980080E0
7.743489958E0,5.762021720E-1,-1.073514880E0,-1.095937490E0,1.638756273E0
7.753546958E0,7.963001400E-2,-1.158639230E0,-1.155669137E0,1.638400732E0
7.763602958E0,-2.250869586E-1,-1.055000841E0,-1.118832263E0,1.554180345E0
7.773659958E0,-3.967398678E-1,-9.302370465E-1,-1.328029559E0,1.669253125E0
7.783716958E0,-4.114823064E-1,-9.089403176E-1,-1.718905401E0,1.987492381E0
7.793773958E0,-1.611013162E-1,-8.634612590E-1,-1.829344394E0,2.029290490E0
7.803829958E0,2.087913533E-1,-7.236765522E-1,-1.753493435E0,1.908413165E0
7.813886958E0,2.828573030E-1,-6.267355639E-1,-1.827192911E0,1.952290873E0
7.823943958E0,3.016226260E-1,-5.137463075E-1,-1.785786438E0,1.882536767E0
7.833999958E0,3.234042352E-1,-3.157572466E-1,-1.664857832E0,1.725121601E0
7.844056958E0,9.912609279E-2,-1.470826167E-1,-1.708067002E0,1.717251339E0
7.854113958E0,-2.049959256E-1,-1.498290539E-2,-1.589786600E0,1.603018793E0
7.864170958E0,-1.559684841E-1,1.288129914E-1,-1.367593867E0,1.382473124E0
7.874226958E0,5.253942534E-2,2.674861425E-1,-1.184738862E0,1.215695438E0
7.884283958E0,1.532974760E-1,3.420691323E-1,-1.233635910E0,1.289328882E0
7.894340958E0,1.251283684E-1,4.335657781E-1,-1.381407622E0,1.453245819E0
7.904397958E0,1.439471935E-1,6.428002042E-1,-1.505596050E0,1.643390508E0
7.914453958E0,-9.020514205E-2,8.349133980E-1,-1.584431720E0,1.793220908E0
7.924510958E0,-2.168957403E-1,1.058567058E0,-1.395961634E0,1.765309282E0
7.934567958E0,-1.883133808E-1,1.219805199E0,-9.009591606E-1,1.528108001E0
7.944624958E0,-3.824064419E-2,1.365817775E0,-3.675127065E-1,1.414915592E0
7.954680958E0,1.514211045E-1,1.571068493E0,9.727486432E-2,1.581343404E0
7.964737958E0,2.451183499E-1,1.880781473E0,5.264365196E-1,1.968389536E0
7.974794958E0,2.147189681E-1,2.185620798E0,7.180208328E-1,2.310540289E0
7.984851958E0,1.600801000E-1,2.367123050E0,5.557199603E-1,2.436744108E0
7.994907958E0,1.474609315E-1,2.375588064E0,1.066359642E-1,2.382547923E0
8.004964958E0,3.000818847E-1,2.337023338E0,-2.616757643E-1,2.370696401E0
8.015021958E0,3.059346552E-1,2.134833053E0,-7.917036438E-1,2.297368677E0
8.025078958E0,2.619499987E-1,1.769670927E0,-1.158171161E0,2.131129613E0
8.035134958E0,1.224520978E-1,1.189560476E0,-1.208292616E0,1.700005791E0
8.045191958E0,-1.411564636E-1,5.338952279E-1,-9.339500284E-1,1.085003188E0
8.055248958E0,-4.171539594E-1,-1.278996563E-1,-3.937219736E-1,5.877012340E-1
8.065305958E0,-7.296791576E-1,-6.367150068E-1,9.188080788E-2,9.727691174E-1
8.075361958E0,-9.928953709E-1,-8.442461389E-1,4.303305137E-1,1.372507600E0
8.085418958E0,-1.056837305E0,-8.646195924E-1,5.600033382E-1,1.475830569E0
8.095475958E0,-9.210279742E-1,-6.638987124E-1,4.796114320E-1,1.232510103E0
8.105532958E0,-6.404499158E-1,-1.579824114E-1,1.197968772E-1,6.704370431E-1
8.115588958E0,-3.228700921E-1,4.233349049E-1,-2.507318231E-1,5.884929781E-1
8.125645958E0,-9.120033816E-2,8.342509085E-1,-4.847297922E-1,9.691517174E-1
8.135702958E0,1.803469880E-1,9.057377976E-1,-6.069313368E-1,1.105102548E0
8.145759958E0,4.596113232E-1,6.051920825E-1,-6.068768115E-1,9.725222309E-1
8.155815958E0,5.181809820E-1,2.249540806E-2,-4.131899858E-1,6.631316143E-1
8.165872958E0,3.651416606E-1,-6.283961731E-1,-1.995375498E-1,7.536746091E-1
8.175929958E0,2.298420605E-1,-1.303928506E0,-2.333544829E-1,1.344437145E0
8.185985958E0,1.607133535E-1,-1.709722933E0,-4.231643124E-1,1.768629222E0
8.196043292E0,-2.906840935E-2,-1.639016063E0,-6.846034107E-1,1.776485422E0
8.206100292E0,1.220923479E-1,-1.106062821E0,-8.163385481E-1,1.380105116E0
8.216157292E0,6.550533369E-1,-3.186165351E-1,-1.014928410E0,1.249276210E0
8.226213292E0,1.456937276E0,3.873482162E-1,-9.696782702E-1,1.792478958E0
8.236270292E0,2.077686899E0,8.145960778E-1,-6.494537508E-1,2.324250372E0
8.246327292E0,2.297092702E0,7.968293130E-1,-3.231282467E-1,2.452750232E0
8.256384292E0,2.036502474E0,4.104213291E-1,-1.609650761E-1,2.083674098E0
8.266440292E0,1.501566441E0,7.407252789E-3,-8.821226478E-2,1.504173543E0
8.276497292E0,9.613312237E-1,-1.940971541E-1,2.461677790E-3,9.807331374E-1
8.286554292E0,6.374947330E-1,-1.166121912E-1,2.721118748E-2,6.486434972E-1
8.296611292E0,5.278949614E-1,1.530339128E-1,-2.352744162E-2,5.501327196E-1
8.306667292E0,4.745800491E-1,4.190114737E-1,-1.541659337E-1,6.515857374E-1
8.316724292E0,2.449734852E-1,5.430946523E-1,-3.531096987E-1,6.925678805E-1
8.326781292E0,-1.577850679E-1,4.062955338E-1,-5.260166895E-1,6.831293773E-1
8.336838292E0,-4.423911269E-1,7.443973303E-2,-6.000127651E-1,7.491772162E-1
8.346894292E0,-6.257663879E-1,-2.324250680E-1,-5.604690689E-1,8.716252415E-1
8.356951292E0,-6.891847041E-1,-4.483568949E-1,-4.515161455E-1,9.380118822E-1
8.367008292E0,-6.538587508E-1,-5.404253983E-1,-3.699797930E-1,9.254598448E-1
8.377065292E0,-6.171905690E-1,-4.850926119E-1,-2.946991573E-1,8.385026141E-1
8.387121292E0,-6.127737285E-1,-3.275791472E-1,-2.115527008E-1,7.263293229E-1
8.397178292E0,-4.604218934E-1,-1.528105491E-1,-1.291455518E-1,5.020139016E-1
8.407235292E0,-2.546396635E-1,-2.871099830E-2,-5.948474810E-2,2.630667500E-1
8.417292292E0,-2.280706465E-2,1.253473467E-1,-5.205893040E-2,1.376308532E-1
8.427348292E0,2.026400824E-1,2.687813008E-1,-4.618905678E-2,3.397643589E-1
8.437405292E0,4.195599425E-1,3.766051269E-1,-2.197968364E-2,5.642207665E-1
8.447462292E0,5.587260139E-1,5.409896547E-1,-2.262463152E-1,8.099579990E-1
8.457518292E0,7.853860196E-1,5.253044987E-1,-1.843467759E-1,9.626836188E-1
8.467575292E0,6.292368565E-1,4.603910494E-1,-9.787413083E-2,7.857978655E-1
8.477632292E0,5.253270105E-1,3.238837069E-1,6.068364657E-2,6.201222690E-1
8.487689292E0,3.693792839E-1,2.275145763E-1,1.883744842E-1,4.729575923E-1
8.497745292E0,3.804252590E-1,1.361991942E-2,3.389969321E-1,5.097330673E-1
8.507802292E0,3.393782437E-1,-1.910349673E-1,3.590563902E-1,5.297107157E-1
8.517859292E0,4.291449907E-1,-3.248935211E-1,3.634892374E-1,6.494964579E-1
8.527916292E0,5.092720181E-1,-3.460516709E-1,3.511090008E-1,7.087928314E-1
8.537972292E0,6.178317162E-1,-2.114212847E-1,3.172389311E-1,7.259859011E-1
8.548029292E0,6.177359681E-1,8.352747560E-3,3.068859241E-1,6.898162546E-1
8.558086292E0,5.150986223E-1,2.288249373E-1,2.278934393E-1,6.079661687E-1
8.568143292E0,4.178078243E-1,5.302991903E-1,1.485122609E-1,6.912571887E-1
8.578199292E0,3.945683581E-1,5.230234998E-1,2.658277991E-1,7.070376152E-1
8.588256292E0,4.426522051E-1,5.068138486E-1,4.665112935E-1,8.188003656E-1
8.598313292E0,5.813481604E-1,5.271884716E-1,6.246890384E-1,1.003060199E0
8.608370292E0,5.574375799E-1,3.891140753E-1,7.376823878E-1,1.003155882E0
8.618426292E0,4.099501897E-1,2.640409631E-1,7.601965070E-1,9.031475613E-1
8.628483292E0,3.035022135E-1,1.531841862E-1,6.818531728E-1,7.619073026E-1
8.638540292E0,3.204857437E-1,1.070660269E-1,5.165985793E-1,6.172911292E-1
8.648597292E0,2.654198827E-1,2.771574372E-1,2.465864762E-1,4.561456449E-1
8.658653292E0,1.122197628E-1,4.784133375E-1,-1.326166052E-1,5.089791357E-1
8.668710292E0,-1.029308760E-1,5.699602693E-1,-4.557811046E-1,7.370114579E-1
8.678767292E0,-2.458483748E-1,7.333349830E-1,-7.791268677E-1,1.097843475E0
8.688824292E0,-1.537398179E-1,6.948907095E-1,-9.013085318E-1,1.148418956E0
8.698880292E0,-2.018336052E-1,5.650392526E-1,-9.330577433E-1,1.109325432E0
8.708937292E0,-3.230691898E-1,2.029925233E-1,-7.616448623E-1,8.518700383E-1
8.718994292E0,-5.910462061E-1,-1.614188200E-1,-7.091684407E-1,9.371827626E-1
8.729051292E0,-8.985869452E-1,-4.067989790E-1,-4.080801040E-1,1.067461137E0
8.739107292E0,-1.216724740E0,-6.577965581E-1,9.277893106E-2,1.386262361E0
8.749164292E0,-1.515685567E0,-8.883627963E-1,5.699935985E-1,1.846993205E0
8.759221292E0,-1.621766484E0,-9.660950965E-1,9.105237436E-1,2.095833904E0
8.769277292E0,-1.589991983E0,-9.522734481E-1,1.091730126E0,2.150993700E0
8.779334292E0,-1.739413632E0,-1.113232092E0,1.377497588E0,2.482407114E0
8.789391292E0,-1.652057254E0,-1.035572298E0,1.408079696E0,2.405076211E0
8.799448292E0,-1.219298391E0,-8.150778884E-1,1.217465143E0,1.906111725E0
8.809504292E0,-8.717023247E-1,-4.836881107E-1,1.029588257E0,1.433133319E0
8.819561292E0,-6.815407853E-1,-1.733208275E-1,9.122837555E-1,1.151867875E0
8.829618292E0,-4.757130933E-1,1.445051640E-1,8.180605531E-1,9.572918876E-1
8.839675292E0,-1.612550980E-1,3.410330057E-1,7.343681860E-1,8.255927266E-1
8.849731292E0,1.695983438E-1,3.899589980E-1,6.577883720E-1,7.832733627E-1
8.859788292E0,3.720982392E-1,3.814548075E-1,5.126546323E-1,7.394454962E-1
8.869845292E0,3.734708731E-1,3.806391209E-1,2.397568917E-1,5.846793998E-1
8.879902292E0,2.543965656E-1,4.312678224E-1,6.024971008E-2,5.043209045E-1
8.889958292E0,1.150496690E-1,4.985511482E-1,1.066824496E-1,5.226574583E-1
8.900015292E0,-6.023933128E-2,5.484360838E-1,3.041195698E-1,6.299997046E-1
8.910072292E0,-2.234091000E-1,5.507661992E-1,5.572560239E-1,8.147326607E-1
8.920129292E0,-3.927348174E-1,4.880939877E-1,7.362837338E-1,9.667420102E-1
8.930185292E0,-6.149551785E-1,3.744247001E-1,9.241150117E-1,1.171474405E0
8.940242292E0,-8.980029546E-1,2.452439189E-1,1.125350447E0,1.460468252E0
8.950299292E0,-1.074658742E0,7.912744582E-2,1.273934044E0,1.668550422E0
8.960356292E0,-1.178421238E0,-1.107959658E-1,1.341201582E0,1.788791224E0
8.970412292E0,-1.209888760E0,-1.826436281E-2,1.221400319E0,1.719297280E0
8.980469292E0,-1.030739720E0,-3.594727850E-1,1.435024835E0,1.803036697E0
8.990526292E0,-1.040496969E0,-4.410969919E-1,1.674016911E0,2.019785413E0
9.000582292E0,-9.928892313E-1,-1.698867577E-1,1.677728723E0,1.956901685E0
9.010639292E0,-7.554465213E-1,1.370669210E-1,1.602166325E0,1.776632691E0
9.020696292E0,-3.984416999E-1,3.860208982E-1,1.565617719E0,1.661001735E0
9.030753292E0,-6.903924465E-2,5.774347651E-1,1.544454306E0,1.650314040E0
9.040810292E0,6.100443944E-2,6.231921512E-1,1.627553766E0,1.743852419E0
9.050866292E0,4.768185094E-2,6.180161959E-1,1.639129060E0,1.752415947E0
9.060923292E0,-6.571247131E-2,6.388761377E-1,1.577567089E0,1.703290570E0
9.070980292E0,-3.237674935E-1,6.502384472E-1,1.511982379E0,1.677416508E0
9.081037292E0,-4.766110794E-1,5.994875389E-1,1.455595340E0,1.644779992E0
9.091093292E0,-5.712950425E-1,4.670726627E-1,1.454615200E0,1.631085613E0
9.101150292E0,-6.616266306E-1,2.573605192E-1,1.598058363E0,1.748649413E0
9.111207292E0,-6.335690586E-1,5.268984497E-2,1.681479127E0,1.797653478E0
9.121263292E0,-6.302475478E-1,-1.705574334E-1,1.825879772E0,1.939107721E0
9.131320292E0,-5.370068237E-1,-3.348589307E-1,2.081144357E0,2.175239910E0
9.141377292E0,-4.651775801E-1,-3.035511839E-1,2.168180308E0,2.238200025E0
9.151434292E0,-5.473280364E-1,-1.123472321E-1,2.263906245E0,2.331836480E0
9.161490292E0,-5.354900560E-1,1.025467139E-1,2.299967194E0,2.363707791E0
9.171547292E0,-4.916200049E-1,1.163098902E-1,2.181044329E0,2.238788196E0
9.181604292E0,-3.882488336E-1,-1.182365477E-2,1.779047083E0,1.820957298E0
9.191661417E0,-3.158962642E-1,-2.822486079E-1,1.326460751E0,1.392462872E0
9.201717417E0,-3.497500348E-1,-6.323325187E-1,1.041409134E0,1.267557686E0
9.211774417E0,-3.704024005E-1,-9.229332894E-1,1.004579570E0,1.413571331E0
9.221831417E0,-2.416766788E-1,-1.107138124E0,1.152184635E0,1.616072980E0
9.231888417E0,-2.587612197E-1,-1.037384934E0,1.389988557E0,1.753622838E0
9.241944417E0,-2.866022985E-1,-7.654092997E-1,1.645954953E0,1.837705086E0
9.252001417E0,-1.567746690E-1,-6.146973163E-1,1.817352193E0,1.924889628E0
9.262058417E0,4.387326702E-2,-6.345141149E-1,1.979566527E0,2.079234633E0
9.272115417E0,2.331704418E-1,-7.280374056E-1,2.220386442E0,2.348302125E0
9.282171417E0,3.104677092E-1,-8.458558774E-1,2.458315641E0,2.618239514E0
9.292228417E0,1.563956232E-1,-1.190735766E0,2.509821424E0,2.782357784E0
9.302285417E0,-3.076378030E-1,-1.690438231E0,2.305739565E0,2.875527321E0
9.312342417E0,-8.381591874E-1,-1.907436005E0,1.730503353E0,2.708406320E0
9.322398417E0,-1.526463009E0,-2.939201766E0,1.862823358E0,3.799882524E0
9.332455417E0,-2.168183378E0,-3.207877817E0,1.738195950E0,4.244151789E0
9.342512417E0,-2.522801074E0,-3.170270864E0,1.575060826E0,4.346948265E0
9.352568417E0,-2.521674315E0,-2.935336171E0,1.593352232E0,4.184950552E0
9.362625417E0,-2.270542250E0,-2.669991864E0,1.611436501E0,3.857582956E0
9.372682417E0,-1.947584304E0,-2.578649585E0,1.432533775E0,3.534780236E0
9.382739417E0,-1.548613138E0,-2.542995018E0,1.058010403E0,3.159812071E0
9.392795417E0,-1.077180061E0,-2.390179206E0,6.545889218E-1,2.702176933E0
9.402852417E0,-6.523194712E-1,-2.128456664E0,5.066518807E-1,2.283099777E0
9.412909417E0,-3.495830968E-2,-1.626681946E0,4.503221440E-1,1.688225776E0
9.422966417E0,8.555157700E-1,-8.298959023E-1,5.250027823E-1,1.302406374E0
9.433022417E0,1.717515225E0,-2.662822008E-3,9.471787691E-1,1.961380447E0
9.443079417E0,2.698112878E0,4.498771709E-1,1.565023642E0,3.151428497E0
9.453136417E0,3.473244343E0,6.344848788E-1,1.915833192E0,4.017015577E0
9.463193417E0,3.891927204E0,5.252191293E-1,1.373845417E0,4.160577330E0
9.473249417E0,3.925518873E0,3.018870664E-1,1.716485238E-1,3.940849837E0
9.483306417E0,3.748763683E0,1.315834022E-1,-1.205007066E0,3.939871238E0
9.493363417E0,3.099888514E0,-1.211133778E-1,-2.257799998E0,3.836878690E0
9.503420417E0,2.038765054E0,-2.918871582E-1,-3.020009117E0,3.655436516E0
9.513476417E0,1.272043493E0,-2.348066390E-1,-3.086279705E0,3.346393763E0
9.523533417E0,9.451822373E-1,-1.487379634E-1,-2.511397249E0,2.687491132E0
9.533590417E0,5.789556259E-1,-1.529239851E-1,-1.791331937E0,1.888768242E0
9.543647417E0,2.652738485E-1,-2.328027982E-1,-1.471074089E0,1.512820654E0
9.553703417E0,-8.050855815E-2,-4.442527342E-1,-1.479260191E0,1.546626274E0
9.563760417E0,-4.954921773E-1,-6.777074969E-1,-1.564779082E0,1.775762801E0
9.573817417E0,-8.790680623E-1,-9.276853216E-1,-1.309002866E0,1.829439591E0
9.583874417E0,-1.231441158E0,-1.300312588E0,-8.153405745E-1,1.967750087E0
9.593930417E0,-1.255238156E0,-1.635517089E0,-5.008058345E-1,2.121637448E0
9.603987417E0,-1.305929423E0,-1.895039908E0,-4.937437136E-1,2.353807717E0
9.614044417E0,-1.411201816E0,-2.090014729E0,-7.196536678E-1,2.622509016E0
9.624101417E0,-1.470553102E0,-2.101071230E0,-9.593978418E-1,2.738151010E0
9.634157417E0,-1.435898409E0,-1.894886127E0,-1.303720345E0,2.711472738E0
9.644214417E0,-1.371260948E0,-1.552909380E0,-1.709447822E0,2.685906921E0
9.654271417E0,-1.352822046E0,-1.223760840E0,-1.941868504E0,2.664314428E0
9.664328417E0,-1.156417288E0,-8.030063117E-1,-1.947435931E0,2.403045315E0
9.674384417E0,-1.003965758E0,-2.628072006E-1,-1.917279793E0,2.180132260E0
9.684441417E0,-6.867227340E-1,3.359669781E-1,-1.782437738E0,1.939470601E0
9.694498417E0,-3.337731028E-1,8.064742953E-1,-1.684854433E0,1.897508823E0
9.704555417E0,-1.214028150E-2,1.191254999E0,-1.566593034E0,1.968108126E0
9.714611417E0,8.031121463E-2,1.391271874E0,-1.524905603E0,2.065774532E0
9.724668417E0,-1.218299541E-1,1.443231402E0,-1.567705759E0,2.134352540E0
9.734725417E0,-2.104158559E-1,1.342901952E0,-1.626348362E0,2.119591819E0
9.744781417E0,-1.870492128E-1,1.241563858E0,-1.704507802E0,2.117029775E0
9.754838417E0,-3.033251891E-1,1.183719108E0,-1.770275529E0,2.151063120E0
9.764895417E0,-4.832451841E-1,1.131984698E0,-1.855309247E0,2.226451811E0
9.774952417E0,-3.495769572E-1,1.237355617E0,-1.854533322E0,2.256667191E0
9.785008417E0,-4.458577949E-1,1.339366726E0,-1.668212965E0,2.185320776E0
9.795065417E0,-3.650603843E-1,1.395433338E0,-1.242139809E0,1.903526881E0
9.805122417E0,-2.015476763E-2,1.623380023E0,-9.784871006E-1,1.895575353E0
9.815179417E0,-3.575952441E-2,1.781203390E0,-8.829359955E-1,1.988351134E0
9.825235417E0,3.598952463E-1,2.112636437E0,-5.429022789E-1,2.210769140E0
9.835292417E0,5.729367945E-1,2.605563734E0,-3.658939049E-1,2.692786157E0
9.845349417E0,8.145203564E-1,3.131932425E0,-4.127245474E-1,3.262328261E0
9.855406417E0,1.057374518E0,3.536806501E0,-5.102204365E-1,3.726575639E0
9.865462417E0,1.197429074E0,3.682029119E0,-6.995170265E-1,3.934526514E0
9.875519417E0,1.298037144E0,3.656599578E0,-8.205742711E-1,3.965975672E0
9.885576417E0,1.204803875E0,3.546508201E0,-9.267526907E-1,3.858515692E0
9.895633417E0,1.054278125E0,3.396224234E0,-9.278812033E-1,3.675160533E0
9.905689417E0,8.189925992E-1,3.163610886E0,-8.373984647E-1,3.373487647E0
9.915746417E0,5.248361367E-1,2.865345000E0,-6.674503112E-1,2.988502109E0
9.925803417E0,3.286433405E-1,2.493701820E0,-4.546107844E-1,2.556017641E0
9.935860417E0,1.272535390E-1,2.072304683E0,-4.162895948E-2,2.076625419E0
9.945916417E0,4.596086919E-2,1.529974846E0,6.581351119E-1,1.666156432E0
9.955973417E0,2.039099514E-2,7.476670933E-1,1.559677825E0,1.729744719E0
9.966030417E0,-1.226257601E-1,-2.283805490E-1,2.479635466E0,2.493147969E0
9.976087417E0,-2.753474316E-1,-1.260121751E0,3.411762040E0,3.647443386E0
9.986143417E0,-3.278805712E-1,-2.218358189E0,4.144461139E0,4.712236927E0
9.996200417E0,-7.842566299E-1,-3.121791599E0,4.506941731E0,5.538335943E0
1.000625742E1,-1.187140606E0,-3.818525351E0,4.449789876E0,5.982563716E0
1.001631442E1,-1.527487148E0,-4.014023498E0,4.093252686E0,5.932985689E0
1.002637042E1,-1.442265442E0,-3.689897132E0,3.518239253E0,5.298441081E0
1.003642742E1,-1.002266265E0,-2.871709694E0,2.950668448E0,4.237652478E0
1.004648442E1,-9.399788001E-1,-1.866131274E0,2.407597769E0,3.187872817E0
1.005654142E1,-7.552494702E-1,-9.307276279E-1,1.728700949E0,2.103583288E0
1.006659742E1,-1.690242934E-1,-1.854520458E-1,1.292047256E0,1.316186835E0
1.007665442E1,3.132511300E-1,1.886072034E-1,1.138236248E0,1.195525284E0
1.008671142E1,5.632280776E-1,3.190544915E-1,1.204056308E0,1.367030808E0
1.009676842E1,9.667140242E-1,2.976542670E-1,1.168242112E0,1.545290814E0
1.010682442E1,1.304136959E0,-8.771992922E-3,9.471182504E-1,1.611795004E0
1.011688142E1,1.405989608E0,-5.567467314E-1,6.311914346E-1,1.638650765E0
1.012693842E1,1.114393934E0,-9.438745075E-1,3.373980841E-1,1.498869705E0
1.013699442E1,7.218984139E-1,-9.027142024E-1,2.919573247E-1,1.192170009E0
1.014705142E1,6.352803925E-1,-7.004566741E-1,2.758248568E-1,9.850381114E-1
1.015710842E1,1.024425458E0,-6.107545388E-1,4.729688488E-1,1.283030848E0
1.016716542E1,1.490040410E0,-6.586613613E-1,6.678009979E-1,1.760685487E0
